case,target_sender,receiver_nodes,samples,mean_sender_credit_xbdp,final_sender_credit_xbdp,mean_receiver_avail_xbdp,final_receiver_avail_xbdp
feedback,10.42.0.1,,1501,0.13333312111731493,0.39285334384000065,4.132228498982976,3.8720001299999547
no_feedback,10.42.0.1,,1501,0.6792254523145871,2.2209086039999915,3.586242074211689,2.043260069999962
